fromNode	zip
811	98104
811	98104
812	98104
812	98104
813	98104
813	98104
814	98104
814	98104
815	98104
815	98104
816	98104
816	98104
817	98104
817	98104
818	98104
818	98104
819	98104
819	98104
820	98104
820	98104
821	98104
821	98104
822	98104
822	98104
823	98104
823	98104
824	98104
824	98104
825	98104
825	98104
826	98104
826	98104
827	98104
827	98104
828	98104
828	98104
829	98104
830	98104
831	98104
832	98104
833	98104
834	98104
835	98104
836	98104
837	98104
838	98104
839	98104
840	98104
841	98104
842	98104
843	98104
844	98104
845	98104
846	98104
847	98104
848	98104
849	98104
850	98104
851	98104
852	98104
853	98104
854	98104
855	98104
856	98104
857	98104
858	98104
859	98104
860	98104
861	98104
862	98104
863	98104
864	98104
865	98104
866	98104
867	98104
868	98104
869	98104
870	98104
871	98104
872	98104
873	98104
874	98104
875	98104
876	98104
877	98104
878	98104
879	98104
880	98104
881	98104
882	98104
883	98104
884	98104
885	98104
886	98104
887	98104
888	98104
889	98104
890	98104
891	98104
892	98104
893	98104
894	98104
895	98104
896	98104
897	98104
898	98104
899	98104
900	98104
901	98104
902	98104
903	98104
904	98104
905	98105
905	98105
905	98105
905	98105
905	98105
905	98105
905	98105
905	98105
905	98105
905	98105
905	98105
906	98105
906	98105
906	98105
906	98105
906	98105
906	98105
906	98105
906	98105
906	98105
907	98105
907	98105
907	98105
907	98105
907	98105
907	98105
908	98105
908	98105
908	98105
908	98105
908	98105
908	98105
909	98105
909	98105
909	98105
909	98105
909	98105
909	98105
910	98105
910	98105
910	98105
910	98105
910	98105
911	98105
911	98105
911	98105
911	98105
911	98105
912	98105
912	98105
912	98105
912	98105
912	98105
913	98105
913	98105
913	98105
913	98105
913	98105
914	98105
914	98105
914	98105
914	98105
915	98105
915	98105
915	98105
915	98105
916	98105
916	98105
916	98105
916	98105
917	98105
917	98105
917	98105
918	98105
918	98105
918	98105
919	98105
919	98105
919	98105
920	98105
920	98105
920	98105
921	98105
921	98105
921	98105
922	98105
922	98105
922	98105
923	98105
923	98105
923	98105
924	98105
924	98105
924	98105
925	98105
925	98105
925	98105
926	98105
926	98105
926	98105
927	98105
927	98105
927	98105
928	98105
928	98105
928	98105
929	98105
929	98105
929	98105
930	98105
930	98105
930	98105
931	98105
931	98105
931	98105
932	98105
932	98105
933	98105
933	98105
934	98105
934	98105
935	98105
935	98105
936	98105
936	98105
937	98105
937	98105
938	98105
938	98105
939	98105
939	98105
940	98105
940	98105
941	98105
941	98105
942	98105
942	98105
943	98105
943	98105
944	98105
944	98105
945	98105
945	98105
946	98105
946	98105
947	98105
947	98105
948	98105
948	98105
949	98105
949	98105
950	98105
950	98105
951	98105
951	98105
952	98105
952	98105
953	98105
953	98105
954	98105
954	98105
955	98105
955	98105
956	98105
956	98105
957	98105
957	98105
958	98105
958	98105
959	98105
959	98105
960	98105
960	98105
961	98105
961	98105
962	98105
962	98105
963	98105
963	98105
964	98105
964	98105
965	98105
965	98105
966	98105
966	98105
967	98105
968	98105
969	98105
970	98105
971	98105
972	98105
973	98105
974	98105
975	98105
976	98105
977	98105
978	98105
979	98105
980	98105
981	98105
982	98105
983	98105
984	98105
985	98105
986	98105
987	98105
988	98105
989	98105
990	98105
991	98105
992	98105
993	98105
994	98105
995	98105
996	98105
997	98105
998	98105
999	98105
1000	98105
1001	98105
1002	98105
1003	98105
1004	98105
1005	98105
1006	98105
1007	98105
1008	98105
1009	98105
1010	98105
1011	98105
1012	98105
1013	98105
1014	98105
1015	98105
1016	98105
1017	98105
1018	98105
1019	98105
1020	98105
1021	98105
1022	98105
1023	98105
1024	98105
1025	98105
1026	98105
1027	98105
1028	98105
1029	98105
1030	98105
1031	98105
1032	98105
1033	98105
1034	98105
1035	98105
1036	98105
1037	98105
1038	98105
1039	98105
1040	98105
1041	98105
1042	98105
1043	98105
1044	98105
1045	98105
1046	98105
1047	98105
1048	98105
1049	98105
1050	98105
1051	98105
1052	98105
1053	98105
1054	98105
1055	98105
1056	98105
1057	98105
1058	98105
1059	98105
1060	98105
1061	98105
1062	98105
1063	98105
1064	98105
1065	98105
1066	98105
1067	98105
1068	98105
1069	98105
1070	98105
1071	98105
1072	98105
1073	98105
1074	98105
1075	98105
1076	98105
1077	98105
1078	98105
1079	98105
1080	98105
1081	98105
1082	98105
1083	98105
1084	98105
1085	98105
1086	98105
1087	98105
1088	98105
1089	98105
1090	98105
1091	98105
1092	98105
1093	98105
1094	98105
1095	98105
1096	98105
1097	98105
1098	98105
1099	98105
1100	98105
1101	98105
1102	98105
1103	98105
1104	98105
1105	98105
1106	98105
1107	98105
1108	98105
1109	98105
1110	98105
1111	98105
1112	98105
1113	98105
1114	98105
1115	98105
1116	98105
1117	98105
1118	98105
1119	98105
1120	98105
1121	98105
1122	98105
1123	98105
1124	98105
1125	98105
1126	98105
1127	98105
1128	98105
1129	98105
1130	98105
1131	98105
1132	98105
1133	98105
1134	98105
1135	98105
1136	98105
1137	98105
1138	98105
1139	98105
1140	98105
1141	98105
1142	98105
1143	98105
1144	98105
1145	98105
1146	98105
1147	98105
1148	98105
1149	98105
1150	98105
1151	98105
1152	98105
1153	98105
1154	98105
1155	98105
1156	98105
1157	98105
1158	98105
1159	98105
1160	98105
1161	98105
1162	98105
1163	98105
1164	98105
1165	98105
1166	98105
1167	98105
1168	98105
1169	98105
1170	98105
1171	98105
1172	98105
1173	98105
1174	98105
1175	98105
1176	98105
1177	98105
1178	98105
1179	98105
1180	98105
1181	98105
1182	98105
1183	98105
1184	98106
1184	98106
1184	98106
1184	98106
1184	98106
1184	98106
1184	98106
1184	98106
1184	98106
1184	98106
1184	98106
1185	98106
1185	98106
1185	98106
1185	98106
1185	98106
1185	98106
1185	98106
1185	98106
1185	98106
1185	98106
1186	98106
1186	98106
1186	98106
1186	98106
1186	98106
1186	98106
1186	98106
1187	98106
1187	98106
1187	98106
1187	98106
1187	98106
1187	98106
1188	98106
1188	98106
1188	98106
1188	98106
1188	98106
1188	98106
1189	98106
1189	98106
1189	98106
1189	98106
1189	98106
1190	98106
1190	98106
1190	98106
1190	98106
1190	98106
1191	98106
1191	98106
1191	98106
1191	98106
1191	98106
1192	98106
1192	98106
1192	98106
1192	98106
1193	98106
1193	98106
1193	98106
1193	98106
1194	98106
1194	98106
1194	98106
1195	98106
1195	98106
1195	98106
1196	98106
1196	98106
1196	98106
1197	98106
1197	98106
1197	98106
1198	98106
1198	98106
1198	98106
1199	98106
1199	98106
1199	98106
1200	98106
1200	98106
1200	98106
1201	98106
1201	98106
1201	98106
1202	98106
1202	98106
1202	98106
1203	98106
1203	98106
1203	98106
1204	98106
1204	98106
1205	98106
1205	98106
1206	98106
1206	98106
1207	98106
1207	98106
1208	98106
1208	98106
1209	98106
1209	98106
1210	98106
1210	98106
1211	98106
1211	98106
1212	98106
1212	98106
1213	98106
1213	98106
1214	98106
1214	98106
1215	98106
1215	98106
1216	98106
1216	98106
1217	98106
1217	98106
1218	98106
1218	98106
1219	98106
1219	98106
1220	98106
1220	98106
1221	98106
1221	98106
1222	98106
1222	98106
1223	98106
1223	98106
1224	98106
1224	98106
1225	98106
1225	98106
1226	98106
1226	98106
1227	98106
1227	98106
1228	98106
1228	98106
1229	98106
1229	98106
1230	98106
1230	98106
1231	98106
1231	98106
1232	98106
1232	98106
1233	98106
1233	98106
1234	98106
1235	98106
1236	98106
1237	98106
1238	98106
1239	98106
1240	98106
1241	98106
1242	98106
1243	98106
1244	98106
1245	98106
1246	98106
1247	98106
1248	98106
1249	98106
1250	98106
1251	98106
1252	98106
1253	98106
1254	98106
1255	98106
1256	98106
1257	98106
1258	98106
1259	98106
1260	98106
1261	98106
1262	98106
1263	98106
1264	98106
1265	98106
1266	98106
1267	98106
1268	98106
1269	98106
1270	98106
1271	98106
1272	98106
1273	98106
1274	98106
1275	98106
1276	98106
1277	98106
1278	98106
1279	98106
1280	98106
1281	98106
1282	98106
1283	98106
1284	98106
1285	98106
1286	98106
1287	98106
1288	98106
1289	98106
1290	98106
1291	98106
1292	98106
1293	98106
1294	98106
1295	98106
1296	98106
1297	98106
1298	98106
1299	98106
1300	98106
1301	98106
1302	98106
1303	98106
1304	98106
1305	98106
1306	98106
1307	98106
1308	98106
1309	98107
1309	98107
1309	98107
1309	98107
1309	98107
1309	98107
1309	98107
1309	98107
1309	98107
1309	98107
1309	98107
1310	98107
1310	98107
1310	98107
1310	98107
1310	98107
1311	98107
1311	98107
1311	98107
1311	98107
1311	98107
1312	98107
1312	98107
1312	98107
1312	98107
1312	98107
1313	98107
1313	98107
1313	98107
1313	98107
1313	98107
1314	98107
1314	98107
1314	98107
1314	98107
1314	98107
1315	98107
1315	98107
1315	98107
1315	98107
1316	98107
1316	98107
1316	98107
1316	98107
1317	98107
1317	98107
1317	98107
1317	98107
1318	98107
1318	98107
1318	98107
1318	98107
1319	98107
1319	98107
1319	98107
1319	98107
1320	98107
1320	98107
1320	98107
1321	98107
1321	98107
1321	98107
1322	98107
1322	98107
1322	98107
1323	98107
1323	98107
1323	98107
1324	98107
1324	98107
1324	98107
1325	98107
1325	98107
1325	98107
1326	98107
1326	98107
1326	98107
1327	98107
1327	98107
1327	98107
1328	98107
1328	98107
1328	98107
1329	98107
1329	98107
1329	98107
1330	98107
1330	98107
1330	98107
1331	98107
1331	98107
1331	98107
1332	98107
1332	98107
1332	98107
1333	98107
1333	98107
1333	98107
1334	98107
1334	98107
1334	98107
1335	98107
1335	98107
1336	98107
1336	98107
1337	98107
1337	98107
1338	98107
1338	98107
1339	98107
1339	98107
1340	98107
1340	98107
1341	98107
1341	98107
1342	98107
1342	98107
1343	98107
1343	98107
1344	98107
1344	98107
1345	98107
1345	98107
1346	98107
1346	98107
1347	98107
1347	98107
1348	98107
1348	98107
1349	98107
1349	98107
1350	98107
1350	98107
1351	98107
1351	98107
1352	98107
1352	98107
1353	98107
1353	98107
1354	98107
1354	98107
1355	98107
1355	98107
1356	98107
1356	98107
1357	98107
1357	98107
1358	98107
1358	98107
1359	98107
1359	98107
1360	98107
1360	98107
1361	98107
1361	98107
1362	98107
1362	98107
1363	98107
1363	98107
1364	98107
1364	98107
1365	98107
1365	98107
1366	98107
1367	98107
1368	98107
1369	98107
1370	98107
1371	98107
1372	98107
1373	98107
1374	98107
1375	98107
1376	98107
1377	98107
1378	98107
1379	98107
1380	98107
1381	98107
1382	98107
1383	98107
1384	98107
1385	98107
1386	98107
1387	98107
1388	98107
1389	98107
1390	98107
1391	98107
1392	98107
1393	98107
1394	98107
1395	98107
1396	98107
1397	98107
1398	98107
1399	98107
1400	98107
1401	98107
1402	98107
1403	98107
1404	98107
1405	98107
1406	98107
1407	98107
1408	98107
1409	98107
1410	98107
1411	98107
1412	98107
1413	98107
1414	98107
1415	98107
1416	98107
1417	98107
1418	98107
1419	98107
1420	98107
1421	98107
1422	98107
1423	98107
1424	98107
1425	98107
1426	98107
1427	98107
1428	98107
1429	98107
1430	98107
1431	98107
1432	98107
1433	98107
1434	98107
1435	98107
1436	98107
1437	98107
1438	98107
1439	98107
1440	98107
1441	98107
1442	98107
1443	98107
1444	98107
1445	98107
1446	98107
1447	98107
1448	98107
1449	98107
1450	98107
1451	98107
1452	98107
1453	98107
1454	98107
1455	98107
1456	98107
1457	98107
1458	98107
1459	98107
1460	98107
1461	98107
1462	98107
1463	98107
1464	98107
1465	98107
1466	98107
1467	98107
1468	98107
1469	98107
1470	98107
1471	98107
1472	98107
1473	98107
1474	98107
1475	98107
1476	98107
1477	98107
1478	98107
1479	98107
1480	98107
1481	98107
1482	98107
1483	98107
1484	98107
1485	98107
1486	98107
1487	98107
1488	98107
1489	98107
1490	98107
1491	98107
1492	98107
1493	98107
1494	98107
1495	98107
1496	98107
1497	98107
1498	98107
1499	98107
1500	98107
1501	98107
1502	98107
1503	98107
1504	98107
1505	98107
1506	98107
1507	98107
1508	98109
1508	98109
1508	98109
1508	98109
1508	98109
1508	98109
1508	98109
1508	98109
1508	98109
1509	98109
1509	98109
1509	98109
1509	98109
1509	98109
1509	98109
1509	98109
1509	98109
1509	98109
1510	98109
1510	98109
1510	98109
1510	98109
1510	98109
1510	98109
1510	98109
1510	98109
1511	98109
1511	98109
1511	98109
1511	98109
1511	98109
1511	98109
1511	98109
1511	98109
1512	98109
1512	98109
1512	98109
1512	98109
1512	98109
1512	98109
1512	98109
1512	98109
1513	98109
1513	98109
1513	98109
1513	98109
1513	98109
1513	98109
1514	98109
1514	98109
1514	98109
1514	98109
1514	98109
1515	98109
1515	98109
1515	98109
1515	98109
1515	98109
1516	98109
1516	98109
1516	98109
1516	98109
1516	98109
1517	98109
1517	98109
1517	98109
1517	98109
1517	98109
1518	98109
1518	98109
1518	98109
1518	98109
1518	98109
1519	98109
1519	98109
1519	98109
1519	98109
1519	98109
1520	98109
1520	98109
1520	98109
1520	98109
1520	98109
1521	98109
1521	98109
1521	98109
1521	98109
1521	98109
1522	98109
1522	98109
1522	98109
1522	98109
1523	98109
1523	98109
1523	98109
1523	98109
1524	98109
1524	98109
1524	98109
1524	98109
1525	98109
1525	98109
1525	98109
1525	98109
1526	98109
1526	98109
1526	98109
1526	98109
1527	98109
1527	98109
1527	98109
1527	98109
1528	98109
1528	98109
1528	98109
1528	98109
1529	98109
1529	98109
1529	98109
1529	98109
1530	98109
1530	98109
1530	98109
1530	98109
1531	98109
1531	98109
1531	98109
1531	98109
1532	98109
1532	98109
1532	98109
1532	98109
1533	98109
1533	98109
1533	98109
1534	98109
1534	98109
1534	98109
1535	98109
1535	98109
1535	98109
1536	98109
1536	98109
1536	98109
1537	98109
1537	98109
1537	98109
1538	98109
1538	98109
1538	98109
1539	98109
1539	98109
1539	98109
1540	98109
1540	98109
1540	98109
1541	98109
1541	98109
1541	98109
1542	98109
1542	98109
1542	98109
1543	98109
1543	98109
1543	98109
1544	98109
1544	98109
1544	98109
1545	98109
1545	98109
1545	98109
1546	98109
1546	98109
1546	98109
1547	98109
1547	98109
1547	98109
1548	98109
1548	98109
1548	98109
1549	98109
1549	98109
1549	98109
1550	98109
1550	98109
1550	98109
1551	98109
1551	98109
1551	98109
1552	98109
1552	98109
1552	98109
1553	98109
1553	98109
1554	98109
1554	98109
1555	98109
1555	98109
1556	98109
1556	98109
1557	98109
1557	98109
1558	98109
1558	98109
1559	98109
1559	98109
1560	98109
1560	98109
1561	98109
1561	98109
1562	98109
1562	98109
1563	98109
1563	98109
1564	98109
1564	98109
1565	98109
1565	98109
1566	98109
1566	98109
1567	98109
1567	98109
1568	98109
1568	98109
1569	98109
1569	98109
1570	98109
1570	98109
1571	98109
1571	98109
1572	98109
1572	98109
1573	98109
1573	98109
1574	98109
1574	98109
1575	98109
1575	98109
1576	98109
1576	98109
1577	98109
1577	98109
1578	98109
1578	98109
1579	98109
1579	98109
1580	98109
1580	98109
