1	792	98101	8
1	4867	98101	6
1	4868	98101	7
1	4869	98101	6
1	24	98101	2
1	4870	98101	4
2	4871	98101	1
2	4872	98101	8
2	4873	98101	8
2	4874	98101	4
2	4875	98101	2
2	4876	98101	1
3	4877	98101	1
3	3174	98101	5
3	502	98101	5
3	4878	98101	3
3	4879	98101	3
4	1241	98101	4
4	4880	98101	2
4	4881	98101	1
4	2489	98101	4
4	4882	98101	2
5	4883	98101	9
5	4884	98101	9
5	916	98101	10
5	4885	98101	1
6	4886	98101	3
6	4887	98101	8
6	4888	98101	8
6	4889	98101	6
7	4890	98101	3
7	4891	98101	1
7	4892	98101	8
8	4893	98101	9
8	4894	98101	3
8	4895	98101	1
9	4896	98101	9
9	4897	98101	9
9	4898	98101	10
10	2577	98101	9
10	4899	98101	6
10	4900	98101	9
11	4901	98101	4
11	4902	98101	2
11	4903	98101	1
12	4904	98101	5
12	4905	98101	3
12	4906	98101	1
13	4907	98101	2
13	4908	98101	7
13	4909	98101	9
14	239	98101	1
14	4910	98101	4
14	4911	98101	1
15	4912	98101	2
15	4913	98101	9
15	4914	98101	8
16	4915	98101	9
16	4916	98101	4
16	4917	98101	6
17	4918	98101	3
17	4919	98101	1
17	176	98101	3
18	4920	98101	9
18	4921	98101	6
18	4922	98101	10
19	4923	98101	4
19	3354	98101	1
19	4924	98101	1
20	28	98101	9
20	4925	98101	9
20	4926	98101	1
21	4927	98101	9
21	4715	98101	5
21	4928	98101	8
22	4929	98101	3
22	4930	98101	4
22	4931	98101	1
23	4932	98101	3
23	4933	98101	1
23	4934	98101	7
24	1	98101	2
24	792	98101	2
24	4870	98101	4
25	4935	98101	9
25	4936	98101	9
25	4937	98101	1
26	4938	98101	1
26	4939	98101	9
27	4940	98101	3
27	4941	98101	2
28	4925	98101	5
28	20	98101	9
29	4942	98101	6
29	4943	98101	5
30	4944	98101	3
30	100	98101	9
31	4945	98101	3
31	4946	98101	2
32	2796	98101	3
32	4947	98101	3
33	3176	98101	9
33	4948	98101	9
34	4949	98101	1
34	4950	98101	1
35	4951	98101	3
35	4952	98101	8
36	4953	98101	4
36	4954	98101	2
37	3335	98101	6
37	4955	98101	2
38	4956	98101	7
38	4957	98101	7
39	149	98101	8
39	4958	98101	4
40	4959	98101	1
40	3296	98101	9
41	197	98101	4
41	4960	98101	8
42	4961	98101	7
42	4962	98101	9
43	4963	98101	1
43	4964	98101	1
44	4965	98101	1
44	4966	98101	8
45	4967	98101	8
45	4968	98101	6
46	4969	98101	1
46	4970	98101	1
47	4971	98101	4
47	387	98101	1
48	4972	98101	8
48	3999	98101	7
49	1027	98101	2
49	912	98101	5
50	4973	98101	3
50	4974	98101	1
51	4975	98101	7
51	4976	98101	5
52	4977	98101	1
52	4978	98101	6
53	4979	98101	3
53	2642	98101	6
54	4980	98101	10
54	4981	98101	10
55	4982	98101	1
55	1541	98101	3
56	4983	98101	2
56	4984	98101	1
57	4985	98101	9
57	4986	98101	8
58	4987	98101	3
58	4988	98101	1
59	4989	98101	5
60	4990	98101	7
61	2966	98101	9
62	4991	98101	7
63	4992	98101	3
64	4993	98101	6
65	95	98101	5
66	4994	98101	3
67	4995	98101	1
68	4996	98101	2
69	137	98101	3
70	863	98101	3
71	4997	98101	4
72	4998	98101	3
73	3234	98101	6
74	4999	98101	3
75	3137	98101	3
76	3853	98101	1
77	3210	98101	2
78	5000	98101	2
79	5001	98101	1
80	2970	98101	2
81	5002	98101	2
82	5003	98101	1
83	5004	98101	2
84	4299	98101	2
85	1420	98101	1
86	5005	98101	2
87	5006	98101	3
88	3911	98101	5
89	5007	98101	1
90	802	98101	4
91	5008	98101	3
92	5009	98101	2
93	2773	98101	7
94	5010	98101	9
95	65	98101	5
96	5011	98101	1
97	5012	98101	9
98	5013	98101	5
99	5014	98101	3
100	30	98101	9
101	4149	98101	1
102	5015	98101	2
103	5016	98101	4
104	5017	98101	9
105	4053	98101	5
106	5018	98101	10
107	5019	98101	1
108	5020	98101	10
109	5021	98101	3
110	5022	98101	8
111	5023	98101	6
112	518	98101	9
113	5024	98101	4
114	5025	98101	2
115	5026	98101	7
116	173	98101	7
117	5027	98101	6
118	5028	98101	2
119	5029	98101	9
120	5030	98101	2
121	5031	98101	7
122	5032	98101	4
123	5033	98101	10
124	914	98101	3
125	5034	98101	1
126	3878	98101	3
127	5035	98101	2
128	5036	98101	6
129	5037	98101	5
130	218	98101	2
131	5038	98101	1
132	5039	98101	4
133	5040	98101	2
134	5041	98101	1
135	5042	98101	3
136	4440	98101	10
137	69	98101	3
138	5043	98101	7
139	5044	98101	8
140	399	98101	2
141	5045	98101	8
142	5046	98101	2
143	5047	98101	7
144	5048	98101	1
145	5049	98101	5
146	5050	98101	2
147	5051	98101	1
148	5052	98101	8
149	39	98101	8
150	5053	98101	9
151	5054	98101	4
152	5055	98101	9
153	1695	98101	5
154	5056	98101	1
155	5057	98101	6
156	5058	98101	1
157	5059	98101	2
158	5060	98101	7
159	5061	98101	7
160	5062	98101	9
161	5063	98101	9
162	5064	98101	1
163	1878	98101	1
164	2982	98101	8
165	5065	98101	8
166	4775	98101	7
167	3150	98101	1
168	5066	98101	1
169	5067	98101	1
170	5068	98101	1
171	172	98101	8
172	171	98101	8
173	116	98101	7
174	5069	98101	8
175	4710	98101	1
176	17	98101	3
177	5070	98101	1
178	799	98101	2
179	5071	98101	1
180	4796	98101	6
181	5072	98102	9
181	5073	98102	9
181	5074	98102	7
181	5075	98102	1
181	5076	98102	3
181	5077	98102	7
181	5078	98102	1
182	3398	98102	2
182	5079	98102	2
182	2774	98102	4
182	5080	98102	3
182	5081	98102	1
182	255	98102	3
182	194	98102	1
183	932	98102	1
183	2423	98102	3
183	5082	98102	1
183	5083	98102	2
183	5084	98102	7
183	188	98102	3
184	427	98102	6
184	440	98102	6
184	2035	98102	6
184	5085	98102	2
184	5086	98102	3
185	5087	98102	3
185	5088	98102	1
185	3333	98102	1
185	186	98102	2
185	3322	98102	2
186	5089	98102	1
186	1837	98102	4
186	5090	98102	1
186	185	98102	2
186	3322	98102	3
187	5091	98102	9
187	224	98102	2
187	395	98102	1
187	5092	98102	1
187	5093	98102	2
188	1980	98102	3
188	5094	98102	6
188	5095	98102	4
188	183	98102	3
188	1979	98102	1
189	5096	98102	8
189	5097	98102	8
189	5098	98102	2
189	5099	98102	7
190	5100	98102	9
190	1513	98102	1
190	5101	98102	9
190	2569	98102	6
191	5102	98102	4
191	5103	98102	10
191	5104	98102	10
191	5105	98102	6
192	5106	98102	1
192	5107	98102	1
192	5108	98102	9
192	5109	98102	2
193	439	98102	1
193	486	98102	2
193	5110	98102	1
193	5111	98102	2
194	5079	98102	4
194	2774	98102	4
194	2344	98102	3
194	182	98102	1
195	5112	98102	1
195	5113	98102	10
195	5114	98102	9
196	5115	98102	4
196	5116	98102	5
196	5117	98102	8
197	271	98102	10
197	4960	98102	4
197	41	98102	4
198	5118	98102	4
198	4427	98102	4
198	5119	98102	7
199	3382	98102	3
199	5120	98102	1
199	5121	98102	10
200	5122	98102	2
200	1817	98102	5
200	5123	98102	3
201	5124	98102	8
201	5125	98102	1
201	5126	98102	3
202	5127	98102	2
202	5128	98102	1
202	5129	98102	2
203	5130	98102	1
203	4988	98102	4
203	5131	98102	4
204	1701	98102	2
204	5132	98102	7
204	2725	98102	6
205	5133	98102	1
205	2993	98102	3
205	5134	98102	1
206	5135	98102	3
206	5136	98102	5
206	5137	98102	2
207	5138	98102	4
207	380	98102	1
207	5139	98102	8
208	5140	98102	1
208	5141	98102	8
208	5142	98102	3
209	5143	98102	10
209	5144	98102	9
210	1316	98102	7
210	5145	98102	9
211	5146	98102	1
211	3374	98102	1
212	5147	98102	1
212	5148	98102	8
213	5149	98102	4
213	5150	98102	1
214	5151	98102	2
214	5152	98102	8
215	5153	98102	6
215	5154	98102	8
216	5138	98102	6
216	5155	98102	3
217	5156	98102	2
217	5157	98102	3
218	130	98102	2
218	1148	98102	2
219	5158	98102	3
219	1938	98102	4
220	2040	98102	6
220	5159	98102	8
221	5160	98102	9
221	5161	98102	1
222	5162	98102	7
222	5163	98102	9
223	5164	98102	9
223	5165	98102	5
224	5166	98102	1
224	187	98102	2
225	5167	98102	6
225	5168	98102	2
226	5169	98102	1
226	2045	98102	2
227	5170	98102	1
227	3601	98102	9
228	5171	98102	6
228	5172	98102	1
229	5173	98102	1
229	5084	98102	5
230	5174	98102	3
230	3151	98102	9
231	5175	98102	3
231	5176	98102	1
232	5177	98102	3
232	5171	98102	7
233	5178	98102	2
233	5179	98102	3
234	427	98102	7
234	3550	98102	4
235	1556	98102	6
235	5180	98102	2
236	5181	98102	1
236	5182	98102	2
237	5183	98102	6
237	5184	98102	1
238	5185	98102	2
238	5186	98102	3
239	14	98102	1
239	4910	98102	4
240	5187	98102	1
240	5188	98102	10
241	5189	98102	1
241	5190	98102	1
242	5191	98102	7
242	376	98102	2
243	5192	98102	1
243	5193	98102	5
244	5194	98102	1
244	5195	98102	1
245	5088	98102	1
245	3333	98102	1
246	5196	98102	2
246	5197	98102	5
247	2131	98102	1
247	926	98102	4
248	5064	98102	8
